property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,store room,pooja room,furnishing_type,luxury_category,floor_category
flat,nava naroda,0.45,3,3,2,Moderately Old,1500.0,0,0,unfurnished,Not available,Mid Floor
flat,shela,0.41,2,2,1,Relatively New,676.0,0,0,unfurnished,High,Mid Floor
flat,gota,0.84,3,3,1,New Property,1337.0,0,0,unfurnished,Medium,Mid Floor
flat,satellite,0.93,3,3,3,Old Property,1354.0,0,0,semifurnished,Low,Mid Floor
flat,odhav,0.17,1,1,1,Old Property,765.0,0,0,unfurnished,Not available,Mid Floor
flat,bodakdev,3.0,4,4,1,Relatively New,2470.0,0,0,unfurnished,Medium,Low Floor
flat,vastrapur,3.52,4,4,1,New Property,3386.0,1,0,unfurnished,Medium,Mid Floor
flat,naroda,0.25,1,1,0,Relatively New,720.0,0,0,unfurnished,Not available,Low Floor
flat,vatva,0.18,2,2,2,Moderately Old,1112.0,0,0,unfurnished,Medium,Mid Floor
house,maninagar,8.0,9,6,3,New Property,5960.0,0,0,unfurnished,Not available,Low Floor
flat,bodakdev,0.66,2,2,1,Old Property,974.0,0,0,unfurnished,Low,Mid Floor
flat,sola,1.27,3,3,1,Under Construction,2195.0,1,0,unfurnished,Medium,Mid Floor
house,sola,2.3,5,5,2,Moderately Old,2187.0,1,1,unfurnished,Medium,Low Floor
flat,naranpura,0.9,3,3,1,Old Property,1350.0,0,0,furnished,Medium,Low Floor
flat,vatva,0.26,3,2,2,Moderately Old,1008.0,0,0,unfurnished,Low,Low Floor
flat,gota,1.65,4,4,1,New Property,2614.0,0,0,unfurnished,Medium,Mid Floor
house,motera,3.3,4,4,1,Moderately Old,2196.0,0,0,furnished,Medium,Low Floor
flat,vastrapur,1.35,3,3,3,Relatively New,1665.0,1,1,semifurnished,Medium,Mid Floor
flat,new ranip,0.3,1,1,1,New Property,765.0,0,0,unfurnished,Low,Low Floor
flat,gurukul,1.0,3,2,2,Moderately Old,1577.0,0,0,unfurnished,Not available,Mid Floor
flat,science city,2.46,4,4,1,Under Construction,4026.0,1,1,unfurnished,Medium,Mid Floor
house,ghatlodia,1.11,1,1,0,Old Property,1845.0,0,0,unfurnished,Not available,Low Floor
flat,narol,0.23,2,2,2,Moderately Old,1136.0,0,0,unfurnished,Low,Low Floor
flat,vatva,0.19,2,2,2,Moderately Old,1053.0,0,0,unfurnished,Low,Mid Floor
flat,vastral,0.27,1,1,1,Relatively New,974.0,0,0,unfurnished,Not available,Mid Floor
flat,south bopal,0.67,3,3,1,New Property,1020.0,1,1,unfurnished,High,Mid Floor
house,bhadaj,5.1,4,4,3,Under Construction,2457.0,1,1,unfurnished,High,Low Floor
flat,chandkheda,0.72,3,3,1,Relatively New,1419.0,1,0,unfurnished,High,Low Floor
flat,nikol,0.45,2,2,1,Moderately Old,900.0,0,0,furnished,Not available,Low Floor
flat,gota,1.88,4,4,2,Under Construction,4400.0,1,1,unfurnished,High,High Floor
house,chandlodia,1.02,4,4,1,Moderately Old,4212.0,0,0,unfurnished,Not available,Mid Floor
house,gurukul,2.5,2,2,0,Moderately Old,2160.0,0,0,unfurnished,Not available,Low Floor
flat,bodakdev,1.95,3,4,2,Old Property,3529.0,1,1,furnished,Low,Mid Floor
house,south bopal,6.0,4,4,1,Relatively New,5409.0,1,1,semifurnished,High,Mid Floor
flat,jagatpur,0.74,3,3,2,Relatively New,1256.0,1,0,furnished,Medium,Mid Floor
flat,motera,1.4,4,4,3+,Relatively New,2403.0,1,1,unfurnished,Low,Mid Floor
house,science city,5.25,4,4,1,Relatively New,3105.0,1,1,furnished,Medium,Low Floor
flat,maninagar,1.0,3,3,2,Moderately Old,1531.0,0,0,unfurnished,Not available,Mid Floor
flat,chandkheda,0.58,2,2,1,Under Construction,1458.0,1,0,unfurnished,Medium,Mid Floor
flat,gota,1.5,4,4,1,Relatively New,1979.0,1,1,semifurnished,Low,Low Floor
flat,gota,0.29,1,1,1,Moderately Old,450.0,0,0,unfurnished,Medium,Mid Floor
flat,south bopal,0.61,3,3,1,Under Construction,1751.0,0,1,unfurnished,Medium,Mid Floor
flat,nikol,0.51,2,2,1,Moderately Old,1170.0,0,0,furnished,Low,Mid Floor
flat,jagatpur,0.43,2,2,2,Relatively New,882.0,0,0,unfurnished,Medium,Mid Floor
flat,nikol,0.97,3,3,1,Relatively New,2050.0,0,0,unfurnished,Medium,Low Floor
house,ghuma,4.15,5,5,3,Relatively New,3033.0,1,1,semifurnished,Medium,Mid Floor
flat,nikol,0.75,3,3,1,Relatively New,2115.0,0,0,unfurnished,Medium,Mid Floor
flat,gota,0.73,3,3,2,Relatively New,1800.0,1,1,unfurnished,Medium,Mid Floor
flat,chandkheda,1.0,3,3,1,Relatively New,1476.0,0,0,furnished,Low,Mid Floor
flat,ghatlodia,0.63,2,1,0,Old Property,1245.0,0,0,unfurnished,Not available,Mid Floor
house,ghuma,2.0,4,5,1,Moderately Old,2025.0,1,1,unfurnished,Medium,Low Floor
flat,narol,0.22,2,2,2,Moderately Old,1188.0,0,0,unfurnished,Low,Mid Floor
flat,satellite,1.98,3,3,2,Under Construction,1906.0,1,0,unfurnished,Medium,Low Floor
flat,jagatpur,0.6,3,3,2,Relatively New,1085.0,0,1,unfurnished,Medium,Mid Floor
flat,jagatpur,1.05,4,3,3+,Relatively New,1700.0,0,0,furnished,High,Mid Floor
flat,shela,0.48,2,2,1,Relatively New,768.0,0,0,furnished,Low,Low Floor
house,bhadaj,3.6,3,3,1,Relatively New,2250.0,1,1,furnished,Medium,Low Floor
house,vastral,0.65,2,2,1,Relatively New,2700.0,0,0,unfurnished,Not available,Mid Floor
flat,jagatpur,0.48,2,2,1,Under Construction,760.0,0,0,unfurnished,Medium,Mid Floor
flat,motera,0.52,2,2,1,Moderately Old,1113.0,1,0,unfurnished,Low,Mid Floor
flat,gota,1.15,3,3,2,Moderately Old,2012.0,1,1,semifurnished,Medium,High Floor
flat,shela,0.68,3,3,0,Relatively New,920.0,0,0,unfurnished,Low,Mid Floor
flat,south bopal,0.51,2,2,1,Relatively New,1200.0,1,0,unfurnished,High,Mid Floor
flat,narol,0.27,2,2,1,Relatively New,896.0,0,0,furnished,High,Mid Floor
flat,science city,2.07,3,3,2,Relatively New,3071.0,1,1,unfurnished,High,Low Floor
flat,paldi,0.6,2,2,0,Old Property,1069.0,0,0,semifurnished,Medium,Mid Floor
house,gota,2.0,3,3,0,Relatively New,1440.0,0,0,unfurnished,Not available,Low Floor
flat,chandkheda,0.65,3,2,3,Moderately Old,2588.0,0,0,unfurnished,Low,Mid Floor
flat,gota,1.6,4,4,1,Under Construction,2845.0,1,0,unfurnished,Medium,Mid Floor
flat,gota,0.75,3,3,1,Old Property,1755.0,1,0,unfurnished,Medium,Mid Floor
flat,narol,0.24,2,2,2,Moderately Old,1125.0,0,0,unfurnished,Not available,Low Floor
flat,vastral,0.31,2,2,1,Moderately Old,1200.0,0,0,unfurnished,Not available,Low Floor
flat,south bopal,2.15,4,5,1,Moderately Old,3154.0,1,1,semifurnished,Medium,Low Floor
house,narol,0.07,2,1,0,Relatively New,900.0,0,0,unfurnished,Not available,Low Floor
flat,south bopal,0.83,3,3,0,Relatively New,1052.0,0,0,furnished,Medium,High Floor
flat,motera,0.67,2,2,1,Relatively New,1202.0,0,0,furnished,Medium,Mid Floor
flat,prahlad nagar,1.6,3,3,1,Old Property,1845.0,1,1,semifurnished,High,Mid Floor
flat,vastral,0.7,3,3,1,New Property,1494.0,0,0,unfurnished,Not available,Mid Floor
flat,thaltej,0.55,2,2,2,Old Property,675.0,0,0,furnished,Medium,Low Floor
flat,motera,1.15,3,3,1,New Property,1080.0,0,0,furnished,Medium,Mid Floor
flat,maninagar,0.37,2,2,2,Old Property,1000.0,0,0,unfurnished,Low,Mid Floor
flat,south bopal,0.6,2,2,1,Relatively New,943.0,1,0,unfurnished,Medium,Mid Floor
flat,south bopal,0.6,2,2,2,Relatively New,910.0,1,0,unfurnished,Medium,Mid Floor
flat,vastrapur,0.65,3,3,2,Old Property,1507.0,0,0,unfurnished,Low,Mid Floor
flat,satellite,1.25,3,3,1,Old Property,1853.0,0,0,furnished,Low,Low Floor
flat,vastrapur,0.48,1,1,3,Old Property,585.0,0,0,unfurnished,Low,Low Floor
flat,south bopal,1.25,3,4,1,Moderately Old,1950.0,0,1,unfurnished,Medium,Mid Floor
flat,gota,1.13,3,3,1,Under Construction,1867.0,1,0,unfurnished,Medium,Mid Floor
flat,maninagar,0.2,2,1,2,Old Property,675.0,0,0,unfurnished,Not available,Low Floor
flat,bapunagar,0.26,1,1,1,Old Property,735.0,0,0,unfurnished,Low,Low Floor
flat,south bopal,0.7,3,3,1,New Property,1191.0,1,0,unfurnished,Medium,Low Floor
flat,satellite,0.7,2,2,2,Old Property,747.0,0,0,unfurnished,Medium,Mid Floor
flat,chandkheda,0.36,2,2,0,New Property,1170.0,0,0,unfurnished,Not available,Low Floor
flat,vastrapur,1.65,3,3,2,Old Property,2488.0,1,1,semifurnished,High,Mid Floor
flat,gota,0.6,2,2,1,Relatively New,1004.0,1,0,furnished,High,Low Floor
house,isanpur,0.57,3,2,1,Old Property,1026.0,0,0,unfurnished,Low,Low Floor
house,vastral,0.57,2,2,1,Old Property,667.0,0,0,unfurnished,Low,Mid Floor
flat,chandkheda,0.45,2,2,1,Moderately Old,1376.0,1,0,unfurnished,Medium,Mid Floor
flat,sola,0.67,2,2,1,Relatively New,1294.0,0,0,unfurnished,Low,Mid Floor
house,motera,4.51,5,5,2,New Property,4050.0,1,1,unfurnished,Medium,Mid Floor
flat,naroda,0.32,2,2,1,Old Property,1412.0,0,0,unfurnished,Low,Low Floor
flat,paldi,0.75,3,2,2,Moderately Old,1395.0,1,1,semifurnished,High,Mid Floor
flat,naroda,0.38,2,4,0,Relatively New,1035.0,0,0,unfurnished,Not available,Mid Floor
flat,satellite,0.5,2,2,2,Old Property,945.0,1,0,furnished,Medium,Low Floor
house,shilaj,4.28,4,4,1,Under Construction,3600.0,1,1,unfurnished,Medium,Low Floor
flat,jagatpur,0.45,2,2,1,Under Construction,900.0,1,0,unfurnished,Medium,Low Floor
flat,chandkheda,1.0,3,3,1,Moderately Old,1890.0,1,0,furnished,High,Mid Floor
flat,paldi,1.65,3,3,2,New Property,2394.0,0,0,unfurnished,Medium,Low Floor
flat,science city,2.15,3,3,2,New Property,3906.0,0,1,semifurnished,Medium,Mid Floor
house,chandkheda,0.9,4,2,0,Old Property,2647.0,0,0,unfurnished,Not available,Low Floor
house,paldi,1.15,3,3,0,Old Property,1350.0,0,0,unfurnished,Not available,Low Floor
flat,vastrapur,0.75,3,2,1,Old Property,1170.0,0,0,furnished,Medium,Mid Floor
flat,gota,0.99,3,3,1,New Property,1962.0,1,1,unfurnished,High,Mid Floor
flat,gota,0.48,2,2,0,Relatively New,816.0,0,1,unfurnished,Medium,Mid Floor
flat,ghatlodia,0.53,2,2,2,Old Property,1100.0,0,0,semifurnished,High,Mid Floor
flat,south bopal,0.75,3,3,1,Relatively New,1171.0,1,0,unfurnished,High,Low Floor
house,motera,1.4,4,4,2,Old Property,1800.0,0,0,unfurnished,Low,Low Floor
flat,shela,0.46,2,2,1,Relatively New,838.0,1,0,unfurnished,Medium,High Floor
flat,memnagar,0.67,2,2,0,Old Property,1065.0,0,0,unfurnished,Not available,Low Floor
flat,thaltej,2.75,4,4,3+,Relatively New,3060.0,0,0,unfurnished,Not available,Low Floor
flat,gota,0.76,3,3,1,Relatively New,1419.0,0,0,unfurnished,Medium,Mid Floor
house,thaltej,2.75,4,3,2,Relatively New,2541.0,1,1,semifurnished,High,Low Floor
flat,shahibaug,0.73,3,3,1,Old Property,1376.0,0,0,unfurnished,Low,Low Floor
house,science city,6.5,4,4,2,Relatively New,5940.0,0,0,unfurnished,Not available,Low Floor
flat,narol,0.22,2,2,1,Moderately Old,828.0,0,0,unfurnished,Not available,Mid Floor
flat,south bopal,0.83,3,3,1,Relatively New,1465.0,0,0,furnished,Medium,Mid Floor
flat,chandkheda,0.31,1,2,1,New Property,645.0,0,0,furnished,Medium,Mid Floor
flat,shela,0.4,2,2,1,Relatively New,1216.0,0,1,unfurnished,Medium,Mid Floor
flat,chandkheda,0.6,2,2,1,New Property,1061.0,0,0,furnished,Medium,Mid Floor
flat,chandkheda,0.59,2,2,1,Relatively New,1482.0,0,0,unfurnished,Medium,Mid Floor
house,south bopal,1.8,3,4,3,New Property,1700.0,0,1,semifurnished,Medium,Low Floor
flat,south bopal,0.82,3,3,3+,Relatively New,1104.0,0,0,semifurnished,Medium,High Floor
house,vatva,0.8,4,3,3,Relatively New,1980.0,0,0,unfurnished,Not available,Low Floor
flat,vatva,0.22,3,3,2,Relatively New,1050.0,0,0,unfurnished,Not available,Mid Floor
flat,vastral,0.26,2,2,1,Moderately Old,799.0,0,0,unfurnished,Low,Low Floor
flat,vatva,0.35,2,2,2,Relatively New,735.0,0,0,unfurnished,Low,Low Floor
house,vasna,0.8,3,3,1,Old Property,1900.0,0,0,unfurnished,Not available,Low Floor
house,motera,2.5,5,5,3+,Relatively New,3330.0,0,1,unfurnished,Medium,Low Floor
flat,paldi,2.1,5,5,1,Old Property,2952.0,0,0,furnished,Low,Mid Floor
flat,chandkheda,0.49,2,2,2,Relatively New,694.0,0,0,furnished,Medium,Mid Floor
flat,gota,1.5,3,3,1,Relatively New,2097.0,0,1,furnished,Medium,Mid Floor
flat,gota,0.65,2,2,0,Moderately Old,1429.0,0,0,unfurnished,Low,Low Floor
flat,science city,2.8,4,4,3,Under Construction,4094.0,1,1,unfurnished,High,High Floor
flat,bodakdev,3.84,4,4,2,Under Construction,3349.0,1,1,unfurnished,Medium,Mid Floor
flat,bapunagar,0.2,1,1,0,Old Property,600.0,0,0,unfurnished,Low,Low Floor
flat,motera,0.59,2,2,2,Moderately Old,1118.0,0,0,unfurnished,Medium,Low Floor
flat,paldi,1.15,3,3,1,New Property,1809.0,0,1,unfurnished,Medium,Mid Floor
house,south bopal,2.4,3,3,1,New Property,1827.0,1,0,semifurnished,Medium,Low Floor
house,paldi,0.55,3,3,0,Old Property,1575.0,0,0,unfurnished,Not available,Low Floor
flat,south bopal,0.72,3,3,1,Relatively New,1189.0,0,0,unfurnished,High,Mid Floor
house,science city,4.0,3,4,3,Relatively New,4365.0,1,1,unfurnished,Medium,Mid Floor
flat,ghuma,0.27,1,1,1,Moderately Old,598.0,0,0,unfurnished,Low,Mid Floor
flat,ghuma,0.5,3,3,1,Under Construction,1528.0,0,1,unfurnished,Medium,Mid Floor
flat,satellite,0.95,3,3,2,Old Property,1296.0,1,0,furnished,Medium,Mid Floor
flat,vastrapur,2.25,3,4,1,Old Property,2689.0,1,1,furnished,Medium,Mid Floor
flat,satellite,0.75,3,2,2,Old Property,1170.0,1,0,furnished,Medium,Mid Floor
flat,naroda,0.32,2,2,2,Old Property,990.0,0,0,unfurnished,Not available,Low Floor
flat,gota,0.55,2,2,2,Relatively New,1125.0,0,0,unfurnished,Not available,Low Floor
flat,gota,0.55,2,2,3,Moderately Old,1046.0,0,0,unfurnished,Low,Low Floor
flat,gota,3.06,4,4,2,Under Construction,5100.0,1,1,unfurnished,High,High Floor
flat,jagatpur,0.43,2,2,2,Relatively New,1050.0,1,0,unfurnished,Medium,Mid Floor
flat,paldi,1.6,3,3,2,Under Construction,2520.0,1,0,unfurnished,Medium,Mid Floor
flat,nikol,0.85,3,3,1,Relatively New,1385.0,1,0,unfurnished,Medium,Mid Floor
flat,narol,0.13,1,1,1,Relatively New,570.0,0,0,unfurnished,Not available,Mid Floor
flat,naroda,0.27,1,2,0,Relatively New,891.0,0,0,unfurnished,Not available,Mid Floor
flat,science city,1.65,3,3,1,Relatively New,2178.0,1,1,unfurnished,Medium,Mid Floor
flat,gota,0.42,2,2,1,Moderately Old,1080.0,1,1,unfurnished,High,Mid Floor
flat,nikol,0.35,2,2,2,Moderately Old,1353.0,0,0,unfurnished,Medium,Low Floor
house,paldi,6.0,6,6,3,Moderately Old,5400.0,1,1,semifurnished,High,Low Floor
flat,gota,0.78,3,3,1,Relatively New,1791.0,1,1,unfurnished,High,Mid Floor
flat,south bopal,0.55,2,2,1,Moderately Old,1038.0,1,1,unfurnished,Medium,Mid Floor
flat,jagatpur,0.44,2,2,2,Relatively New,770.0,0,1,unfurnished,Medium,Mid Floor
flat,motera,0.43,2,2,2,Relatively New,1648.0,1,1,furnished,High,Mid Floor
flat,jagatpur,1.17,3,3,2,Moderately Old,1767.0,1,0,unfurnished,High,High Floor
flat,science city,1.4,3,3,2,Relatively New,1582.0,0,0,unfurnished,Low,Mid Floor
flat,satellite,1.28,3,3,1,Under Construction,1265.0,0,0,unfurnished,Medium,Mid Floor
house,thaltej,3.4,4,4,1,Old Property,1971.0,0,1,semifurnished,Low,Mid Floor
flat,science city,1.5,3,3,1,Relatively New,1188.0,0,1,furnished,Medium,Mid Floor
house,navrangpura,1.3,3,4,0,Old Property,1332.0,0,0,unfurnished,Not available,Low Floor
house,science city,8.11,5,5,3,Relatively New,5400.0,0,1,semifurnished,Medium,Mid Floor
house,sola,3.0,3,3,2,Old Property,1350.0,1,1,semifurnished,High,Low Floor
house,satellite,5.0,4,4,2,Old Property,3600.0,1,1,semifurnished,High,Low Floor
flat,south bopal,1.9,4,4,1,Relatively New,2300.0,1,1,furnished,High,High Floor
flat,shela,0.25,1,2,1,Relatively New,847.0,0,0,semifurnished,Not available,Mid Floor
flat,shela,0.77,3,2,2,Relatively New,1555.0,1,1,unfurnished,High,Mid Floor
flat,gota,0.46,2,2,2,Relatively New,1260.0,0,0,furnished,Low,Mid Floor
flat,south bopal,0.68,3,3,1,New Property,1460.0,0,0,unfurnished,Low,Mid Floor
flat,science city,2.75,4,4,1,Moderately Old,3060.0,0,0,unfurnished,Low,Low Floor
flat,gota,0.95,3,3,1,Moderately Old,1701.0,1,0,furnished,Medium,Mid Floor
flat,vastral,0.32,2,2,3,Moderately Old,1179.0,0,0,unfurnished,Not available,Mid Floor
flat,maninagar,0.63,2,2,3,Moderately Old,1216.0,1,0,furnished,Medium,Low Floor
flat,koteshwar,1.95,4,4,1,New Property,3160.0,1,1,unfurnished,High,Mid Floor
flat,naroda,0.17,1,1,0,Relatively New,675.0,0,0,furnished,Low,Mid Floor
house,motera,1.3,3,3,2,Relatively New,1350.0,0,1,unfurnished,Medium,Low Floor
flat,chandkheda,0.45,2,2,0,Relatively New,1103.0,0,0,unfurnished,Not available,Low Floor
house,south bopal,2.5,4,5,2,Relatively New,1900.0,0,1,furnished,Medium,Low Floor
flat,jagatpur,1.1,4,3,2,Relatively New,1785.0,0,0,furnished,Low,High Floor
flat,south bopal,0.69,3,3,1,Under Construction,1276.0,1,1,unfurnished,Medium,Low Floor
flat,south bopal,1.07,3,3,1,Relatively New,1917.0,1,0,unfurnished,Medium,Mid Floor
house,south bopal,4.25,4,4,1,Moderately Old,4077.0,1,1,furnished,Low,Low Floor
house,nava naroda,1.3,5,4,2,Relatively New,2494.0,1,0,furnished,Low,Low Floor
flat,gota,0.76,3,3,1,Relatively New,1316.0,0,0,unfurnished,Medium,Mid Floor
flat,vatva,0.15,2,2,1,Moderately Old,495.0,0,0,unfurnished,Not available,Low Floor
flat,sola,2.64,4,4,1,Under Construction,3651.0,1,1,unfurnished,High,High Floor
flat,chandkheda,0.55,3,3,1,Moderately Old,1800.0,1,0,unfurnished,Medium,Mid Floor
flat,jagatpur,0.6,3,3,2,Moderately Old,1105.0,0,0,unfurnished,Medium,Mid Floor
flat,jagatpur,0.28,1,1,1,Relatively New,600.0,1,0,unfurnished,Medium,Mid Floor
house,bhadaj,6.68,4,4,1,Under Construction,3598.0,1,1,furnished,Medium,Low Floor
flat,motera,0.73,3,3,2,Relatively New,1908.0,0,0,unfurnished,Low,Mid Floor
flat,nava naroda,0.21,2,2,2,Moderately Old,990.0,0,0,furnished,Low,Mid Floor
house,south bopal,6.5,5,3,2,Old Property,5400.0,1,1,furnished,High,Low Floor
house,isanpur,0.35,4,2,1,Old Property,2100.0,0,0,unfurnished,Not available,Low Floor
flat,chandkheda,0.44,2,2,3,Moderately Old,859.0,0,0,unfurnished,Medium,Low Floor
flat,naroda,0.24,2,2,0,Relatively New,1641.0,0,0,unfurnished,Low,Mid Floor
flat,khokhara,0.37,3,2,1,Under Construction,946.0,1,0,unfurnished,Medium,Mid Floor
house,vasna,2.5,3,2,0,Old Property,2000.0,0,0,unfurnished,Not available,Low Floor
flat,gota,0.55,2,2,2,Relatively New,1200.0,0,0,unfurnished,High,Mid Floor
flat,narol,0.18,1,2,1,Moderately Old,900.0,0,0,unfurnished,Low,Mid Floor
flat,ghuma,0.75,3,3,1,Under Construction,2000.0,0,0,unfurnished,High,Low Floor
flat,south bopal,0.6,2,2,1,Moderately Old,1046.0,0,0,unfurnished,Medium,Mid Floor
flat,naroda,0.5,2,2,1,Moderately Old,855.0,0,0,unfurnished,Medium,Mid Floor
flat,new ranip,1.1,3,3,2,Moderately Old,2250.0,1,1,semifurnished,Medium,Low Floor
flat,chandkheda,0.5,2,2,1,Relatively New,1215.0,0,0,unfurnished,Not available,Low Floor
flat,chandkheda,0.55,2,2,1,New Property,1188.0,0,0,furnished,Low,Mid Floor
flat,gota,2.0,4,3,2,Under Construction,4172.0,1,1,unfurnished,High,Mid Floor
flat,bapunagar,0.25,2,2,2,Old Property,598.0,0,0,furnished,Low,Low Floor
flat,satellite,1.71,3,3,2,New Property,2176.0,0,0,semifurnished,Not available,Low Floor
flat,gota,0.76,3,3,1,New Property,1386.0,1,0,unfurnished,Medium,Mid Floor
house,bapunagar,0.11,1,2,1,Old Property,351.0,0,0,unfurnished,Not available,High Floor
flat,chandkheda,0.28,1,1,1,Relatively New,712.0,0,0,unfurnished,Medium,Mid Floor
house,shahibaug,5.25,6,6,2,Old Property,2673.0,0,1,unfurnished,Low,Mid Floor
flat,south bopal,0.64,3,3,1,Under Construction,1411.0,1,0,unfurnished,Medium,Mid Floor
flat,gota,1.13,3,3,2,Relatively New,2118.0,1,1,unfurnished,High,Mid Floor
house,ghatlodia,1.21,1,1,3+,Moderately Old,1215.0,0,0,unfurnished,Low,Low Floor
flat,maninagar,0.34,2,1,1,Old Property,675.0,0,0,furnished,Not available,Mid Floor
house,science city,4.0,3,3,1,Relatively New,2520.0,1,1,furnished,Medium,Low Floor
house,chandkheda,3.5,4,4,2,Relatively New,3195.0,1,0,semifurnished,Medium,Low Floor
flat,bodakdev,6.15,4,5,2,Under Construction,6058.0,0,1,unfurnished,Medium,High Floor
flat,vastral,0.2,1,2,1,Relatively New,748.0,0,0,furnished,Low,Mid Floor
flat,naroda,0.36,2,2,3,Moderately Old,1493.0,0,0,unfurnished,Low,Low Floor
flat,satellite,1.62,3,3,1,Under Construction,1925.0,1,0,unfurnished,Medium,Mid Floor
flat,gota,0.5,3,2,2,Moderately Old,1260.0,0,0,furnished,Not available,Low Floor
flat,gota,0.62,2,2,2,Relatively New,1260.0,0,0,semifurnished,Medium,Mid Floor
flat,nikol,0.27,1,2,2,Relatively New,539.0,0,0,unfurnished,Not available,Low Floor
flat,shela,1.65,4,4,2,Relatively New,1965.0,0,1,unfurnished,Low,Mid Floor
flat,chandkheda,0.26,1,1,1,Relatively New,900.0,0,0,unfurnished,Not available,Low Floor
house,motera,3.25,4,4,3,Relatively New,2700.0,0,1,furnished,Medium,Low Floor
house,vatva,0.13,1,1,0,Relatively New,594.0,0,0,unfurnished,Not available,Mid Floor
flat,gota,0.97,3,3,1,Relatively New,1916.0,0,1,unfurnished,Medium,Mid Floor
house,naroda,1.5,3,3,2,Moderately Old,1476.0,0,1,furnished,Low,Low Floor
flat,bodakdev,7.35,5,5,2,Under Construction,7740.0,1,0,unfurnished,Medium,High Floor
house,sola,8.5,5,4,3,Old Property,5453.0,1,1,semifurnished,High,Low Floor
house,nikol,0.75,3,1,0,Old Property,1500.0,0,0,unfurnished,Not available,Low Floor
flat,gota,0.75,3,2,1,New Property,833.0,0,0,furnished,Low,Mid Floor
flat,shela,2.3,4,4,1,Relatively New,2936.0,0,0,unfurnished,Medium,Mid Floor
flat,maninagar,0.22,1,1,0,Old Property,504.0,0,0,unfurnished,Low,Mid Floor
flat,chandkheda,1.3,3,3,1,Relatively New,2136.0,0,0,semifurnished,Low,Mid Floor
flat,khokhara,0.38,3,2,0,Relatively New,876.0,0,0,unfurnished,Medium,Mid Floor
flat,bodakdev,2.75,4,4,2,Relatively New,3087.0,1,1,semifurnished,High,Mid Floor
flat,bodakdev,2.59,4,4,2,Under Construction,3593.0,1,1,unfurnished,High,High Floor
house,science city,4.5,4,4,1,Relatively New,2943.0,1,1,semifurnished,High,Mid Floor
house,science city,6.0,4,4,1,Moderately Old,5670.0,0,0,semifurnished,High,Mid Floor
flat,gota,0.65,3,3,0,Relatively New,1039.0,0,1,unfurnished,Medium,Mid Floor
flat,gota,0.55,2,2,2,New Property,990.0,1,0,unfurnished,Medium,High Floor
flat,vaishnodevi circle,0.76,3,3,1,Moderately Old,1842.0,0,1,unfurnished,Medium,Mid Floor
flat,satellite,3.51,4,4,2,Moderately Old,3624.0,1,0,semifurnished,High,Low Floor
flat,naroda,0.27,2,2,2,Relatively New,1125.0,0,0,unfurnished,Medium,Low Floor
house,shela,1.25,3,3,2,Moderately Old,1500.0,0,0,unfurnished,Not available,Low Floor
house,science city,4.0,4,4,2,Old Property,2880.0,0,0,unfurnished,Not available,Low Floor
flat,motera,0.45,2,2,1,Relatively New,988.0,0,0,unfurnished,Medium,Mid Floor
house,naroda,0.7,5,4,1,Relatively New,2214.0,0,0,unfurnished,Not available,Mid Floor
flat,paldi,1.15,3,3,1,New Property,1434.0,0,0,unfurnished,Not available,Mid Floor
flat,gota,0.46,2,2,1,Moderately Old,1100.0,1,1,semifurnished,High,Low Floor
